priority_order,normalized_word,learner_rank,candidate_key,sense_key,source_sense_id,source_synset_id,ili,lexical_entry_id,entry_lemma,entry_source_pos,synset_source_pos,part_of_speech,adjective_satellite,source_entry_order,source_sense_position,source_order_is_pedagogical,lexfile,definitions_en,examples_en,explicit_forms,pronunciations,synset_members,candidate_status
2,be,2,oewn:2025:oewn-be__2.42.13..,oewn:oewn-be__2.42.13..,oewn-be__2.42.13..,oewn-02750695-v,i35397,oewn-be-v,be,v,v,verb,false,26829,11,false,verb.stative,"[{""text"":""to remain unmolested, undisturbed, or uninterrupted — used only in infinitive form"",""source_sense_id"":null}]","[{""text"":""let her be"",""source"":null,""scope"":""synset""}]","[""am"",""are"",""been"",""is"",""was"",""were""]","[{""value"":""biː"",""variety"":""GB"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null},{""value"":""bi"",""variety"":""US"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null}]","[{""lexical_entry_id"":""oewn-be-v"",""written_form"":""be"",""source_pos"":""v""}]",unreviewed
2,be,2,oewn:2025:oewn-be__2.42.09..,oewn:oewn-be__2.42.09..,oewn-be__2.42.09..,oewn-02708368-v,i35167,oewn-be-v,be,v,v,verb,false,26829,12,false,verb.stative,"[{""text"":""be priced at"",""source_sense_id"":null}]","[{""text"":""These shoes cost $100"",""source"":null,""scope"":""synset""}]","[""am"",""are"",""been"",""is"",""was"",""were""]","[{""value"":""biː"",""variety"":""GB"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null},{""value"":""bi"",""variety"":""US"",""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null}]","[{""lexical_entry_id"":""oewn-cost-v"",""written_form"":""cost"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-be-v"",""written_form"":""be"",""source_pos"":""v""}]",unreviewed
6,a,6,oewn:2025:oewn-a__1.10.01..,oewn:oewn-a__1.10.01..,oewn-a__1.10.01..,oewn-06844227-n,i72386,oewn-a-n,a,n,n,noun,false,17668,1,false,noun.communication,"[{""text"":""the 1st letter of the Roman alphabet"",""source_sense_id"":null}]",[],[],"[{""value"":""eɪ̯"",""variety"":null,""notation"":null,""phonemic"":null,""audio"":null,""scope"":""lemma"",""form"":null}]","[{""lexical_entry_id"":""oewn-A-n"",""written_form"":""A"",""source_pos"":""n""},{""lexical_entry_id"":""oewn-a-n"",""written_form"":""a"",""source_pos"":""n""}]",unreviewed
7,in,7,oewn:2025:oewn-in__5.00.00.successful.00,oewn:oewn-in__5.00.00.successful.00,oewn-in__5.00.00.successful.00,oewn-02340196-s,i12914,oewn-in-a,in,a,s,adjective_satellite,true,69877,1,false,adj.all,"[{""text"":""holding office"",""source_sense_id"":null}]","[{""text"":""the in party"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-in-a"",""written_form"":""in"",""source_pos"":""a""}]",unreviewed
7,in,7,oewn:2025:oewn-in__5.00.00.incoming.00,oewn:oewn-in__5.00.00.incoming.00,oewn-in__5.00.00.incoming.00,oewn-01298266-s,i7059,oewn-in-a,in,a,s,adjective_satellite,true,69877,2,false,adj.all,"[{""text"":""directed or bound inward"",""source_sense_id"":null}]","[{""text"":""took the in bus"",""source"":null,""scope"":""synset""},{""text"":""the in basket"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-in-a"",""written_form"":""in"",""source_pos"":""a""}]",unreviewed
7,in,7,oewn:2025:oewn-in__5.00.00.fashionable.00,oewn:oewn-in__5.00.00.fashionable.00,oewn-in__5.00.00.fashionable.00,oewn-00975680-s,i5321,oewn-in-a,in,a,s,adjective_satellite,true,69877,3,false,adj.all,"[{""text"":""currently fashionable"",""source_sense_id"":null}]","[{""text"":""the in thing to do"",""source"":null,""scope"":""synset""},{""text"":""large shoulder pads are in"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-in-a"",""written_form"":""in"",""source_pos"":""a""}]",unreviewed
7,in,7,oewn:2025:oewn-in__1.23.00..,oewn:oewn-in__1.23.00..,oewn-in__1.23.00..,oewn-13671409-n,i108437,oewn-in-n,in,n,n,noun,false,69886,1,false,noun.quantity,"[{""text"":""a unit of length equal to one twelfth of a foot"",""source_sense_id"":null}]",[],[],[],"[{""lexical_entry_id"":""oewn-inch-n"",""written_form"":""inch"",""source_pos"":""n""},{""lexical_entry_id"":""oewn-in-n"",""written_form"":""in"",""source_pos"":""n""}]",unreviewed
7,in,7,oewn:2025:oewn-in__4.02.01..,oewn:oewn-in__4.02.01..,oewn-in__4.02.01..,oewn-00504204-r,i21651,oewn-in-r,in,r,r,adverb,false,69888,1,false,adv.all,"[{""text"":""to or toward the inside of"",""source_sense_id"":null}]","[{""text"":""come in"",""source"":null,""scope"":""synset""},{""text"":""smash in the door"",""source"":null,""scope"":""synset""}]",[],[],"[{""lexical_entry_id"":""oewn-in-r"",""written_form"":""in"",""source_pos"":""r""},{""lexical_entry_id"":""oewn-inwards-r"",""written_form"":""inwards"",""source_pos"":""r""},{""lexical_entry_id"":""oewn-inward-r"",""written_form"":""inward"",""source_pos"":""r""}]",unreviewed
8,have,8,oewn:2025:oewn-have__1.18.00..,oewn:oewn-have__1.18.00..,oewn-have__1.18.00..,oewn-10548806-n,i92571,oewn-have-n,have,n,n,noun,false,65251,1,false,noun.person,"[{""text"":""a person who possesses great material wealth"",""source_sense_id"":null}]",[],[],[],"[{""lexical_entry_id"":""oewn-rich_person-n"",""written_form"":""rich person"",""source_pos"":""n""},{""lexical_entry_id"":""oewn-wealthy_person-n"",""written_form"":""wealthy person"",""source_pos"":""n""},{""lexical_entry_id"":""oewn-have-n"",""written_form"":""have"",""source_pos"":""n""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.40.00..,oewn:oewn-have__2.40.00..,oewn-have__2.40.00..,oewn-02208144-v,i32770,oewn-have-v,have,v,v,verb,false,65253,1,false,verb.possession,"[{""text"":""have or possess, either in a concrete or an abstract sense"",""source_sense_id"":null}]","[{""text"":""She has $1,000 in the bank"",""source"":null,""scope"":""synset""},{""text"":""He has got two beautiful daughters"",""source"":null,""scope"":""synset""},{""text"":""She holds a Master's degree from Harvard"",""source"":null,""scope"":""synset""},{""text"":""I have two years left"",""source"":null,""scope"":""synset""},{""text"":""I don't have any money left"",""source"":null,""scope"":""synset""},{""text"":""They have two more years before they retire"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have_got-v"",""written_form"":""have got"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-hold-v"",""written_form"":""hold"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.42.00..,oewn:oewn-have__2.42.00..,oewn-have__2.42.00..,oewn-02636270-v,i34822,oewn-have-v,have,v,v,verb,false,65253,2,false,verb.stative,"[{""text"":""have as a feature"",""source_sense_id"":null}]","[{""text"":""This restaurant features the most famous chefs in France"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-feature-v"",""written_form"":""feature"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.39.06..,oewn:oewn-have__2.39.06..,oewn-have__2.39.06..,oewn-02112480-v,i32302,oewn-have-v,have,v,v,verb,false,65253,3,false,verb.perception,"[{""text"":""go through (mental or physical states or experiences)"",""source_sense_id"":null}]","[{""text"":""get an idea"",""source"":null,""scope"":""synset""},{""text"":""experience vertigo"",""source"":null,""scope"":""synset""},{""text"":""get nauseous"",""source"":null,""scope"":""synset""},{""text"":""receive injuries"",""source"":null,""scope"":""synset""},{""text"":""have a feeling"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-experience-v"",""written_form"":""experience"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-receive-v"",""written_form"":""receive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.40.04..,oewn:oewn-have__2.40.04..,oewn-have__2.40.04..,oewn-02209474-v,i32775,oewn-have-v,have,v,v,verb,false,65253,4,false,verb.possession,"[{""text"":""have ownership or possession of"",""source_sense_id"":null}]","[{""text"":""He owns three houses in Florida"",""source"":null,""scope"":""synset""},{""text"":""How many cars does she have?"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-own-v"",""written_form"":""own"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-possess-v"",""written_form"":""possess"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.30.00..,oewn:oewn-have__2.30.00..,oewn-have__2.30.00..,oewn-00120604-v,i22363,oewn-have-v,have,v,v,verb,false,65253,5,false,verb.change,"[{""text"":""cause to move; cause to be in a certain position or condition"",""source_sense_id"":null}]","[{""text"":""He got his squad on the ball"",""source"":null,""scope"":""synset""},{""text"":""This let me in for a big surprise"",""source"":null,""scope"":""synset""},{""text"":""He got a girl into trouble"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-let-v"",""written_form"":""let"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.34.00..,oewn:oewn-have__2.34.00..,oewn-have__2.34.00..,oewn-01159300-v,i27410,oewn-have-v,have,v,v,verb,false,65253,6,false,verb.consumption,"[{""text"":""serve oneself to, or consume regularly"",""source_sense_id"":null}]","[{""text"":""Have another bowl of chicken soup!"",""source"":null,""scope"":""synset""},{""text"":""I don't take sugar in my coffee"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-consume-v"",""written_form"":""consume"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-ingest-v"",""written_form"":""ingest"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-take_in-v"",""written_form"":""take in"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-take-v"",""written_form"":""take"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.41.00..,oewn:oewn-have__2.41.00..,oewn-have__2.41.00..,oewn-02383544-v,i33649,oewn-have-v,have,v,v,verb,false,65253,7,false,verb.social,"[{""text"":""have a personal or business relationship with someone"",""source_sense_id"":null}]","[{""text"":""have a postdoc"",""source"":null,""scope"":""synset""},{""text"":""have an assistant"",""source"":null,""scope"":""synset""},{""text"":""have a lover"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.36.00..,oewn:oewn-have__2.36.00..,oewn-have__2.36.00..,oewn-01737358-v,i30405,oewn-have-v,have,v,v,verb,false,65253,8,false,verb.creation,"[{""text"":""organize or be responsible for"",""source_sense_id"":null}]","[{""text"":""hold a reception"",""source"":null,""scope"":""synset""},{""text"":""have, throw, or make a party"",""source"":null,""scope"":""synset""},{""text"":""give a course"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-hold-v"",""written_form"":""hold"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-throw-v"",""written_form"":""throw"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-give-v"",""written_form"":""give"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.42.12..,oewn:oewn-have__2.42.12..,oewn-have__2.42.12..,oewn-02746620-v,i35373,oewn-have-v,have,v,v,verb,false,65253,9,false,verb.stative,"[{""text"":""be confronted with"",""source_sense_id"":null}]","[{""text"":""What do we have here?"",""source"":null,""scope"":""synset""},{""text"":""Now we have a fine mess"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.30.01..,oewn:oewn-have__2.30.01..,oewn-have__2.30.01..,oewn-00120854-v,i22364,oewn-have-v,have,v,v,verb,false,65253,10,false,verb.change,"[{""text"":""undergo"",""source_sense_id"":null}]","[{""text"":""The stocks had a fast run-up"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-experience-v"",""written_form"":""experience"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.29.02..,oewn:oewn-have__2.29.02..,oewn-have__2.29.02..,oewn-00065141-v,i22103,oewn-have-v,have,v,v,verb,false,65253,11,false,verb.body,"[{""text"":""suffer from; be ill with"",""source_sense_id"":null}]","[{""text"":""She has arthritis"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.32.00..,oewn:oewn-have__2.32.00..,oewn-have__2.32.00..,oewn-00772482-v,i25546,oewn-have-v,have,v,v,verb,false,65253,12,false,verb.communication,"[{""text"":""cause to do; cause to act in a specified manner"",""source_sense_id"":null}]","[{""text"":""The ads induced me to buy a VCR"",""source"":null,""scope"":""synset""},{""text"":""My children finally got me to buy a computer"",""source"":null,""scope"":""synset""},{""text"":""My wife made me buy a new sofa"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-induce-v"",""written_form"":""induce"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-stimulate-v"",""written_form"":""stimulate"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-cause-v"",""written_form"":""cause"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.40.05..,oewn:oewn-have__2.40.05..,oewn-have__2.40.05..,oewn-02240906-v,i32922,oewn-have-v,have,v,v,verb,false,65253,13,false,verb.possession,"[{""text"":""receive willingly something given or offered"",""source_sense_id"":null}]","[{""text"":""The only girl who would have him was the miller's daughter"",""source"":null,""scope"":""synset""},{""text"":""I won't have this dog in my house!"",""source"":null,""scope"":""synset""},{""text"":""Please accept my present"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-accept-v"",""written_form"":""accept"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-take-v"",""written_form"":""take"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.40.03..,oewn:oewn-have__2.40.03..,oewn-have__2.40.03..,oewn-02214901-v,i32799,oewn-have-v,have,v,v,verb,false,65253,14,false,verb.possession,"[{""text"":""get something; come into possession of"",""source_sense_id"":null}]","[{""text"":""receive payment"",""source"":null,""scope"":""synset""},{""text"":""receive a gift"",""source"":null,""scope"":""synset""},{""text"":""receive letters from the front"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-receive-v"",""written_form"":""receive"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.29.05..,oewn:oewn-have__2.29.05..,oewn-have__2.29.05..,oewn-00065410-v,i22105,oewn-have-v,have,v,v,verb,false,65253,15,false,verb.body,"[{""text"":""undergo (as of injuries and illnesses)"",""source_sense_id"":null}]","[{""text"":""She suffered a fracture in the accident"",""source"":null,""scope"":""synset""},{""text"":""He had an insulin shock after eating three candy bars"",""source"":null,""scope"":""synset""},{""text"":""She got a bruise on her leg"",""source"":null,""scope"":""synset""},{""text"":""He got his arm broken in the scuffle"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-suffer-v"",""written_form"":""suffer"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-sustain-v"",""written_form"":""sustain"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""}]",unreviewed
8,have,8,oewn:2025:oewn-have__2.40.02..,oewn:oewn-have__2.40.02..,oewn-have__2.40.02..,oewn-02360592-v,i33526,oewn-have-v,have,v,v,verb,false,65253,16,false,verb.possession,"[{""text"":""achieve a point or goal"",""source_sense_id"":null}]","[{""text"":""Nicklaus had a 70"",""source"":null,""scope"":""synset""},{""text"":""The Brazilian team got 4 goals"",""source"":null,""scope"":""synset""},{""text"":""She made 29 points that day"",""source"":null,""scope"":""synset""}]","[""had"",""has""]",[],"[{""lexical_entry_id"":""oewn-have-v"",""written_form"":""have"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-get-v"",""written_form"":""get"",""source_pos"":""v""},{""lexical_entry_id"":""oewn-make-v"",""written_form"":""make"",""source_pos"":""v""}]",unreviewed
